date,steps,active_energy_kcal,exercise_min,distance_km
2026-01-24,9353,0,0,6.06
2026-01-25,3419,0,0,2.26
2026-01-26,3396,0,0,2.22
2026-01-27,4278,0,0,2.71
2026-01-28,10852,0,0,7.14
2026-01-29,4602,0,0,2.79
2026-01-30,8858,0,0,5.83
2026-01-31,4762,0,0,3.28
2026-02-01,3428,0,0,2.35
2026-02-02,3554,0,0,2.26
2026-02-03,47,0,0,0.03
2026-02-04,143,0,0,0.1
2026-02-05,47,0,0,0.03
2026-02-06,2246,0,0,1.52
2026-02-07,4612,0,0,2.99
2026-02-08,4563,0,0,3.07
2026-02-09,754,98.64,24.0,0.55
2026-02-10,16261,314.31,58.0,10.88
2026-02-11,7204,467.76,62.0,7.12
2026-02-12,12592,466.56,44.0,10.37
2026-02-13,8724,214.77,19.0,6.5
2026-02-14,35563,736.65,119.0,25.73
2026-02-15,25455,886.84,80.0,20.1
2026-02-16,35520,678.29,133.0,25.71
2026-02-17,34589,962.1,176.0,25.34
2026-02-18,20988,506.22,62.0,15.64
2026-02-19,12419,328.57,29.0,9.19
2026-02-20,4821,1.25,1.0,3.38
2026-02-21,4330,0,0,3.14
2026-02-22,7313,0,0,5.24
2026-02-23,18,0,0,0.01
2026-02-24,26,0,0,0.02
2026-02-25,6377,0,0,4.24
2026-02-26,5285,0,0,3.87
2026-02-27,4687,0,0,3.46
2026-02-28,6796,0,0,5.08
2026-03-01,23512,330.69,46.0,19.21
2026-03-02,18617,273.36,66.0,14.52
2026-03-03,7054,0,0,5.27
2026-03-04,11336,382.91,36.0,8.44
2026-03-05,12300,223.49,39.0,9.15
2026-03-06,2668,6.01,1.0,1.85
2026-03-07,4559,0.08,0,3.18
2026-03-08,5858,0,0,4.26
2026-03-09,8325,509.31,80.0,6.21
2026-03-10,10540,359.02,25.0,7.95
2026-03-11,12049,347.76,58.0,9.32
2026-03-12,4130,458.69,70.0,3.86
2026-03-13,11115,438.44,61.0,8.16
2026-03-14,30450,849.81,102.0,25.07
2026-03-15,18517,537.09,63.0,13.83
2026-03-16,15366,943.8,147.0,11.2
2026-03-17,3558,446.26,62.0,3.72
2026-03-18,13580,519.29,57.0,10.12
2026-03-19,16257,453.67,48.0,12.79
2026-03-20,13556,852.0,139.0,10.09
2026-03-21,40086,797.63,154.0,28.81
2026-03-22,25107,522.31,85.0,18.16
2026-03-23,23830,649.26,71.0,16.65
2026-03-24,15730,913.08,154.0,11.28
2026-03-25,17817,664.86,76.0,13.48
2026-03-26,15274,692.09,95.0,10.98
2026-03-27,16045,576.87,77.0,12.37
2026-03-28,35634,636.18,95.0,25.81
2026-03-29,25331,681.08,68.0,21.54
2026-03-30,17121,624.04,69.0,12.35
2026-03-31,18754,478.28,46.0,14.02
2026-04-01,17991,507.93,76.0,15.39
2026-04-02,16995,553.09,67.0,12.51
2026-04-03,19281,560.59,54.0,14.36
2026-04-04,15140,440.31,61.0,12.08
2026-04-05,14829,453.36,39.0,11.22
2026-04-06,13784,866.79,134.0,10.22
2026-04-07,15654,626.27,87.0,12.11
2026-04-08,12794,769.92,95.0,9.69
2026-04-09,13080,452.71,51.0,9.67
2026-04-10,23839,619.29,70.0,17.07
2026-04-11,18721,543.92,72.0,17.78
2026-04-12,11120,524.39,119.0,8.5
2026-04-13,20813,448.64,58.0,14.36
2026-04-14,22733,436.68,49.0,15.25
2026-04-15,18438,454.06,61.0,14.04
2026-04-16,24633,641.35,48.0,17.37
2026-04-17,17723,309.24,27.0,12.92
2026-04-18,6401,38.84,6.0,4.58
2026-04-19,12431,0,0,8.39
2026-04-20,15489,605.04,89.0,10.99
2026-04-21,6094,256.93,13.0,4.59
2026-04-22,219,14.69,0,0.16
2026-04-23,3494,142.0,45.0,2.31
2026-04-24,16910,0,0,11.91
2026-04-25,24267,579.74,69.0,17.63
2026-04-26,50272,659.52,60.0,36.18
2026-04-27,13555,333.62,20.0,9.66
2026-04-28,15478,350.54,30.0,11.29
2026-04-29,142,12.46,0,0.11
2026-04-30,10980,1.44,1.0,7.7
2026-05-01,19310,0.04,0,13.01
2026-05-02,10897,0,0,7.39
2026-05-03,5559,0,0,3.58
2026-05-04,4168,0,0,2.71
2026-05-05,7781,0,0,5.3
2026-05-06,3649,0,0,2.71
2026-05-07,30733,458.16,61.0,22.16
2026-05-08,24433,882.94,133.0,17.84
2026-05-09,9350,651.63,80.0,6.97
2026-05-10,9067,308.43,8.0,6.36
2026-05-11,12626,310.42,18.0,9.24
2026-05-12,22358,628.07,69.0,15.01
2026-05-13,24474,520.76,53.0,17.39
2026-05-14,13361,506.76,72.0,10.68
2026-05-15,35745,765.58,70.0,28.02
2026-05-16,14721,312.77,34.0,10.67
2026-05-17,22961,689.55,75.0,19.37
2026-05-18,7665,199.49,9.0,5.69
2026-05-19,11565,588.94,74.0,8.48
2026-05-20,15419,439.08,58.0,11.37
2026-05-21,8375,36.17,0,6.03
2026-05-22,7614,291.01,57.0,5.41
2026-05-23,26396,894.55,128.0,20.54
2026-05-24,10080,313.58,35.0,6.96
2026-05-25,20863,519.43,66.0,14.73
2026-05-26,3215,18.15,1.0,2.43
2026-05-27,5615,0,0,3.92
2026-05-28,6149,0,0,4.43
2026-05-29,12686,0,0,9.26
2026-05-30,6327,0,0,4.56
2026-05-31,14074,736.2,101.0,9.84
2026-06-01,9941,0,0,7.21
2026-06-02,5943,0,0,4.32
2026-06-03,15795,208.64,4.0,11.27
2026-06-04,11167,432.29,74.0,8.48
2026-06-05,26210,936.75,108.0,19.01
2026-06-06,5906,0,0,4.18
2026-06-07,397,0,0,0.27
2026-06-08,12663,397.0,16.0,9.31
2026-06-09,15227,475.21,82.0,11.48
2026-06-10,5453,669.21,67.0,4.08
2026-06-11,16180,508.53,77.0,11.59
2026-06-12,28817,521.41,22.0,20.96
2026-06-13,39434,1045.48,135.0,29.41
2026-06-14,28804,318.88,28.0,21.45
2026-06-15,18805,566.3,52.0,13.62
2026-06-16,23685,883.32,121.0,17.24
2026-06-17,17516,401.6,11.0,12.4
2026-06-18,12344,515.21,55.0,9.11
2026-06-19,22885,654.92,56.0,16.85
2026-06-20,22226,560.02,54.0,16.03
2026-06-21,37204,661.87,51.0,26.56
2026-06-22,14816,506.92,66.0,10.8
2026-06-23,23831,1158.57,162.0,17.52
2026-06-24,24973,493.99,31.0,17.64
2026-06-25,22388,853.54,133.0,16.71
2026-06-26,19218,1002.55,132.0,14.35
2026-06-27,27918,680.74,59.0,20.18
2026-06-28,10005,99.76,1.0,7.18
2026-06-29,12,0,0,0.01
